T	PC	instr.	A	D	R0/SP	R1/LCL	R2/ARG	R3/THIS	R4/THAT
708	5	176020	28673	0	123	0	0	21	3
709	6	000004	28673	0	123	0	0	21	3
710	7	161403	4	0	123	0	0	21	3
711	4	070001	4	0	123	0	0	21	3
712	5	176020	28673	0	123	0	0	21	3
713	6	000004	28673	0	123	0	0	21	3
714	7	161403	4	0	123	0	0	21	3
715	4	070001	4	0	123	0	0	21	3
716	5	176020	28673	0	123	0	0	21	3
717	6	000004	28673	0	123	0	0	21	3
718	7	161403	4	0	123	0	0	21	3
719	4	070001	4	0	123	0	0	21	3
720	5	176020	28673	0	123	0	0	21	3
721	6	000004	28673	0	123	0	0	21	3
722	7	161403	4	0	123	0	0	21	3
723	4	070001	4	0	123	0	0	21	3
724	5	176020	28673	0	123	0	0	21	3
725	6	000004	28673	0	123	0	0	21	3
726	7	161403	4	0	123	0	0	21	3
727	4	070001	4	0	123	0	0	21	3
728	5	176020	28673	0	123	0	0	21	3
729	6	000004	28673	0	123	0	0	21	3
730	7	161403	4	0	123	0	0	21	3
731	4	070001	4	0	123	0	0	21	3
732	5	176020	28673	0	123	0	0	21	3
733	6	000004	28673	0	123	0	0	21	3
734	7	161403	4	0	123	0	0	21	3
735	4	070001	4	0	123	0	0	21	3
736	5	176020	28673	0	123	0	0	21	3
737	6	000004	28673	0	123	0	0	21	3
738	7	161403	4	0	123	0	0	21	3
739	4	070001	4	0	123	0	0	21	3
740	5	176020	28673	0	123	0	0	21	3
741	6	000004	28673	0	123	0	0	21	3
742	7	161403	4	0	123	0	0	21	3
743	4	070001	4	0	123	0	0	21	3
744	5	176020	28673	0	123	0	0	21	3
745	6	000004	28673	0	123	0	0	21	3
746	7	161403	4	0	123	0	0	21	3
747	4	070001	4	0	123	0	0	21	3
748	5	176020	28673	0	123	0	0	21	3
749	6	000004	28673	0	123	0	0	21	3
750	7	161403	4	0	123	0	0	21	3
751	4	070001	4	0	123	0	0	21	3
752	5	176020	28673	0	123	0	0	21	3
753	6	000004	28673	0	123	0	0	21	3
754	7	161403	4	0	123	0	0	21	3
755	4	070001	4	0	123	0	0	21	3
756	5	176020	28673	0	123	0	0	21	3
757	6	000004	28673	-32768	123	0	0	21	3
758	7	161403	4	-32768	123	0	0	21	3
759	8	070000	4	-32768	123	0	0	21	3
760	9	176020	28672	-32768	123	0	0	21	3
761	10	000004	28672	-32768	123	0	0	21	3
762	11	161410	4	-32768	123	0	0	21	3
763	12	000003	4	-32768	123	0	0	21	-32768
764	13	176047	3	-32768	123	0	0	21	-32768
765	21	000004	21	-32768	123	0	0	21	-32768
766	22	176020	4	-32768	123	0	0	21	-32768
767	23	000066	4	-32768	123	0	0	21	-32768
768	24	161404	54	-32768	123	0	0	21	-32768
769	54	165220	54	-32768	123	0	0	21	-32768
770	55	000016	54	0	123	0	0	21	-32768
771	56	165207	14	0	123	0	0	21	-32768
772	14	165207	14	0	123	0	0	21	-32768
